layer_id,height_index,point_index,x,y,z
scene_3.1_y04,4,103,124.895025383,14.133611744,-322.323689015
scene_3.1_y04,4,104,128.483808621,14.133611744,-322.323689015
scene_3.1_y04,4,105,132.072591858,14.133611744,-322.323689015
scene_3.1_y04,4,106,92.595976245,14.133611744,-319.203629296
scene_3.1_y04,4,107,96.184759482,14.133611744,-319.203629296
scene_3.1_y04,4,108,99.77354272,14.133611744,-319.203629296
scene_3.1_y04,4,109,103.362325957,14.133611744,-319.203629296
scene_3.1_y04,4,110,106.951109195,14.133611744,-319.203629296
scene_3.1_y04,4,111,110.539892433,14.133611744,-319.203629296
scene_3.1_y04,4,112,114.12867567,14.133611744,-319.203629296
scene_3.1_y04,4,113,117.717458908,14.133611744,-319.203629296
scene_3.1_y04,4,114,121.306242146,14.133611744,-319.203629296
scene_3.1_y04,4,115,124.895025383,14.133611744,-319.203629296
scene_3.1_y04,4,116,128.483808621,14.133611744,-319.203629296
scene_3.1_y04,4,117,132.072591858,14.133611744,-319.203629296
scene_3.1_y04,4,118,92.595976245,14.133611744,-316.083569576
scene_3.1_y04,4,119,96.184759482,14.133611744,-316.083569576
scene_3.1_y04,4,120,99.77354272,14.133611744,-316.083569576
scene_3.1_y04,4,121,103.362325957,14.133611744,-316.083569576
scene_3.1_y04,4,122,106.951109195,14.133611744,-316.083569576
scene_3.1_y04,4,123,110.539892433,14.133611744,-316.083569576
scene_3.1_y04,4,124,114.12867567,14.133611744,-316.083569576
scene_3.1_y04,4,125,117.717458908,14.133611744,-316.083569576
scene_3.1_y04,4,126,121.306242146,14.133611744,-316.083569576
scene_3.1_y04,4,127,124.895025383,14.133611744,-316.083569576
scene_3.1_y04,4,128,128.483808621,14.133611744,-316.083569576
scene_3.1_y04,4,129,132.072591858,14.133611744,-316.083569576
scene_3.1_y04,4,130,92.595976245,14.133611744,-312.963509856
scene_3.1_y04,4,131,96.184759482,14.133611744,-312.963509856
scene_3.1_y04,4,132,99.77354272,14.133611744,-312.963509856
scene_3.1_y04,4,133,103.362325957,14.133611744,-312.963509856
scene_3.1_y04,4,134,106.951109195,14.133611744,-312.963509856
scene_3.1_y04,4,135,110.539892433,14.133611744,-312.963509856
scene_3.1_y04,4,136,114.12867567,14.133611744,-312.963509856
scene_3.1_y04,4,137,117.717458908,14.133611744,-312.963509856
scene_3.1_y04,4,138,121.306242146,14.133611744,-312.963509856
scene_3.1_y04,4,139,124.895025383,14.133611744,-312.963509856
scene_3.1_y04,4,140,128.483808621,14.133611744,-312.963509856
scene_3.1_y04,4,141,132.072591858,14.133611744,-312.963509856
scene_3.1_y05,5,1,99.77354272,17.570264417,-350.404226494
scene_3.1_y05,5,2,103.362325957,17.570264417,-350.404226494
scene_3.1_y05,5,3,99.77354272,17.570264417,-347.284166774
scene_3.1_y05,5,4,103.362325957,17.570264417,-347.284166774
scene_3.1_y05,5,5,106.951109195,17.570264417,-347.284166774
scene_3.1_y05,5,6,110.539892433,17.570264417,-347.284166774
scene_3.1_y05,5,7,114.12867567,17.570264417,-347.284166774
scene_3.1_y05,5,8,99.77354272,17.570264417,-344.164107054
scene_3.1_y05,5,9,103.362325957,17.570264417,-344.164107054
scene_3.1_y05,5,10,106.951109195,17.570264417,-344.164107054
scene_3.1_y05,5,11,110.539892433,17.570264417,-344.164107054
scene_3.1_y05,5,12,114.12867567,17.570264417,-344.164107054
scene_3.1_y05,5,13,117.717458908,17.570264417,-344.164107054
scene_3.1_y05,5,14,96.184759482,17.570264417,-341.044047334
scene_3.1_y05,5,15,99.77354272,17.570264417,-341.044047334
scene_3.1_y05,5,16,103.362325957,17.570264417,-341.044047334
scene_3.1_y05,5,17,106.951109195,17.570264417,-341.044047334
scene_3.1_y05,5,18,110.539892433,17.570264417,-341.044047334
scene_3.1_y05,5,19,114.12867567,17.570264417,-341.044047334
scene_3.1_y05,5,20,117.717458908,17.570264417,-341.044047334
scene_3.1_y05,5,21,96.184759482,17.570264417,-337.923987615
scene_3.1_y05,5,22,99.77354272,17.570264417,-337.923987615
scene_3.1_y05,5,23,103.362325957,17.570264417,-337.923987615
scene_3.1_y05,5,24,106.951109195,17.570264417,-337.923987615
scene_3.1_y05,5,25,110.539892433,17.570264417,-337.923987615
scene_3.1_y05,5,26,114.12867567,17.570264417,-337.923987615
scene_3.1_y05,5,27,117.717458908,17.570264417,-337.923987615
scene_3.1_y05,5,28,96.184759482,17.570264417,-334.803927895
scene_3.1_y05,5,29,99.77354272,17.570264417,-334.803927895
scene_3.1_y05,5,30,103.362325957,17.570264417,-334.803927895
scene_3.1_y05,5,31,106.951109195,17.570264417,-334.803927895
scene_3.1_y05,5,32,110.539892433,17.570264417,-334.803927895
scene_3.1_y05,5,33,114.12867567,17.570264417,-334.803927895
scene_3.1_y05,5,34,117.717458908,17.570264417,-334.803927895
scene_3.1_y05,5,35,96.184759482,17.570264417,-331.683868175
scene_3.1_y05,5,36,99.77354272,17.570264417,-331.683868175
scene_3.1_y05,5,37,103.362325957,17.570264417,-331.683868175
scene_3.1_y05,5,38,106.951109195,17.570264417,-331.683868175
scene_3.1_y05,5,39,110.539892433,17.570264417,-331.683868175
scene_3.1_y05,5,40,114.12867567,17.570264417,-331.683868175
scene_3.1_y05,5,41,117.717458908,17.570264417,-331.683868175
scene_3.1_y05,5,42,96.184759482,17.570264417,-328.563808455
scene_3.1_y05,5,43,99.77354272,17.570264417,-328.563808455
scene_3.1_y05,5,44,103.362325957,17.570264417,-328.563808455
scene_3.1_y05,5,45,106.951109195,17.570264417,-328.563808455
scene_3.1_y05,5,46,110.539892433,17.570264417,-328.563808455
scene_3.1_y05,5,47,114.12867567,17.570264417,-328.563808455
scene_3.1_y05,5,48,117.717458908,17.570264417,-328.563808455
scene_3.1_y05,5,49,92.595976245,17.570264417,-325.443748735
scene_3.1_y05,5,50,96.184759482,17.570264417,-325.443748735
scene_3.1_y05,5,51,99.77354272,17.570264417,-325.443748735
scene_3.1_y05,5,52,103.362325957,17.570264417,-325.443748735
scene_3.1_y05,5,53,106.951109195,17.570264417,-325.443748735
scene_3.1_y05,5,54,110.539892433,17.570264417,-325.443748735
scene_3.1_y05,5,55,114.12867567,17.570264417,-325.443748735
scene_3.1_y05,5,56,117.717458908,17.570264417,-325.443748735
scene_3.1_y05,5,57,92.595976245,17.570264417,-322.323689015
scene_3.1_y05,5,58,96.184759482,17.570264417,-322.323689015
